,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,pH,sulphates,alcohol,quality
2954,6.4,0.29,0.3,0.036000000000000004,25.0,3.29,0.6,12.4,7
2955,7.4,0.35,0.24,0.042,28.0,3.14,0.44,11.3,5
2956,8.1,0.12,0.38,0.034,36.0,2.8,0.55,12.0,6
2957,6.4,0.12,0.3,0.031,37.0,3.01,0.56,11.7,6
2958,7.2,0.2,0.22,0.044000000000000004,17.0,3.37,0.53,10.0,5
2959,7.3,0.4,0.26,0.016,26.0,2.84,0.54,13.2,7
2960,7.7,0.11,0.34,0.04,41.0,3.07,0.59,11.0,7
2961,6.9,0.23,0.41,0.03,30.0,3.22,0.54,11.0,6
2962,6.9,0.38,0.38,0.11199999999999999,14.0,3.02,0.48,9.2,5
2963,7.5,0.38,0.29,0.021,38.0,3.08,0.48,13.0,7
2964,5.8,0.19,0.24,0.044000000000000004,38.0,3.77,0.6,10.6,5
2965,5.5,0.34,0.26,0.021,31.0,3.55,0.49,13.0,8
2966,6.6,0.23,0.3,0.051,33.0,3.04,0.54,9.0,6
2967,6.6,0.23,0.3,0.051,33.0,3.04,0.54,9.0,6
2968,8.4,0.31,0.31,0.021,52.0,2.93,0.32,11.5,5
2969,6.7,0.2,0.3,0.025,17.0,3.11,0.44,11.0,6
2970,8.4,0.31,0.31,0.021,52.0,2.93,0.32,11.5,5
2971,7.3,0.26,0.24,0.05,10.0,3.11,0.43,9.9,5
2972,6.3,0.22,0.22,0.039,31.0,3.12,0.46,10.4,6
2973,6.6,0.23,0.3,0.051,33.0,3.04,0.54,9.0,6
2974,7.5,0.19,0.4,0.055999999999999994,50.0,3.06,0.52,9.9,6
2975,8.0,0.14,0.33,0.045,71.0,3.07,0.47,11.0,6
2976,6.8,0.32,0.39,0.026000000000000002,34.0,3.18,0.35,12.1,6
2977,6.6,0.23,0.2,0.044000000000000004,45.0,2.96,0.51,9.7,6
2978,6.6,0.23,0.2,0.044000000000000004,45.0,2.96,0.51,9.7,6
2979,6.7,0.36,0.26,0.034,39.0,2.99,0.3,12.2,7
2980,6.1,0.38,0.42,0.016,31.0,3.15,0.31,12.4,7
2981,8.5,0.23,0.28,0.033,30.0,3.03,0.39,10.5,7
2982,7.0,0.2,0.31,0.05,29.0,3.28,0.57,10.4,6
2983,6.0,0.26,0.32,0.028999999999999998,48.0,3.15,0.34,12.0,6
2984,6.9,0.3,0.3,0.037000000000000005,4.0,3.07,0.32,12.7,6
2985,6.7,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
2986,6.7,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
2987,6.8,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
2988,7.2,0.19,0.31,0.034,17.0,3.15,0.52,11.4,7
2989,6.2,0.16,0.32,0.036000000000000004,74.0,3.22,0.41,11.0,6
2990,5.0,0.27,0.32,0.032,58.0,3.45,0.31,12.6,7
2991,6.3,0.37,0.28,0.034,45.0,3.29,0.46,11.6,7
2992,6.6,0.2,0.27,0.038,29.0,3.11,0.44,10.5,7
2993,6.8,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
2994,6.8,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
2995,6.6,0.28,0.34,0.037000000000000005,42.0,3.03,0.37,12.5,6
2996,6.5,0.35,0.36,0.034,32.0,3.11,0.5,12.1,8
2997,6.9,0.25,0.33,0.035,35.0,3.02,0.58,11.3,6
2998,6.0,0.32,0.3,0.025,18.0,3.07,0.64,13.3,7
2999,6.8,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
3000,6.7,0.18,0.28,0.039,29.0,3.11,0.45,10.9,7
3001,6.6,0.2,0.27,0.038,29.0,3.11,0.44,10.5,7
3002,6.3,0.37,0.28,0.034,45.0,3.29,0.46,11.6,7
3003,7.2,0.19,0.31,0.034,17.0,3.15,0.52,11.4,7
3004,6.3,0.18,0.36,0.034,26.0,3.16,0.51,11.0,6
3005,6.9,0.3,0.36,0.037000000000000005,40.0,3.08,0.36,12.1,6
3006,6.2,0.16,0.32,0.036000000000000004,74.0,3.22,0.41,11.0,6
3007,5.0,0.27,0.32,0.032,58.0,3.45,0.31,12.6,7
3008,5.0,0.3,0.33,0.03,54.0,3.36,0.3,13.0,7
3009,6.5,0.2,0.5,0.054000000000000006,50.0,2.94,0.64,8.8,6
3010,6.7,0.25,0.31,0.061,30.5,3.16,0.53,9.5,5
3011,6.6,0.22,0.36,0.028999999999999998,30.0,3.2,0.47,11.8,6
3012,6.8,0.25,0.37,0.026000000000000002,29.0,3.14,0.45,12.2,6
3013,7.0,0.13,0.37,0.042,36.0,3.05,0.55,10.7,6
3014,7.0,0.45,0.34,0.04,12.0,3.07,0.38,11.0,6
3015,7.2,0.32,0.3,0.02,14.0,2.99,0.44,11.4,6
3016,7.0,0.13,0.37,0.042,36.0,3.05,0.55,10.7,6
3017,5.9,0.34,0.3,0.035,57.0,3.09,0.34,12.0,6
3018,6.8,0.22,0.31,0.037000000000000005,33.0,3.02,0.39,11.9,8
3019,7.2,0.32,0.3,0.02,14.0,2.99,0.44,11.4,6
3020,8.4,0.32,0.35,0.028999999999999998,3.0,3.02,0.34,11.8,6
3021,6.8,0.27,0.29,0.046,6.0,3.34,0.48,10.6,4
3022,8.0,0.74,0.21,0.05,24.0,3.06,0.38,9.7,5
3023,7.0,0.45,0.34,0.04,12.0,3.07,0.38,11.0,6
3024,7.0,0.13,0.37,0.042,36.0,3.05,0.55,10.7,6
3025,5.4,0.22,0.29,0.045,69.0,3.76,0.63,11.0,7
3026,8.4,0.22,0.3,0.024,17.0,2.99,0.34,10.5,6
3027,7.4,0.32,0.22,0.035,44.0,3.1,0.45,10.4,5
3028,7.5,0.18,0.37,0.05,21.0,3.2,0.55,10.5,6
3029,7.1,0.47,0.29,0.024,22.0,3.12,0.48,12.0,8
3030,7.1,0.47,0.29,0.024,22.0,3.12,0.48,12.0,8
3031,5.8,0.19,0.25,0.042,33.0,3.22,0.41,9.2,6
3032,6.7,0.14,0.46,0.036000000000000004,15.0,3.37,0.49,10.9,5
3033,6.8,0.24,0.38,0.045,50.0,3.15,0.5,9.5,6
3034,6.9,0.25,0.47,0.042,36.0,3.15,0.55,9.4,6
3035,6.0,0.24,0.33,0.026000000000000002,31.0,3.13,0.5,11.3,7
3036,6.8,0.29,0.34,0.054000000000000006,26.0,3.42,0.58,10.4,5
3037,6.3,0.33,0.42,0.037000000000000005,57.0,3.26,0.57,9.4,6
3038,6.5,0.23,0.45,0.027000000000000003,43.0,3.02,0.52,11.3,6
3039,6.3,0.27,0.29,0.044000000000000004,59.0,3.14,0.4,8.8,6
3040,6.3,0.2,0.37,0.045,58.0,3.2,0.35,10.8,5
3041,6.2,0.33,0.41,0.037000000000000005,58.0,3.25,0.57,9.4,6
3042,6.3,0.33,0.42,0.037000000000000005,57.0,3.26,0.57,9.4,6
3043,7.2,0.21,1.0,0.154,46.0,2.95,0.43,9.2,6
3044,6.0,0.27,0.3,0.044000000000000004,15.0,3.12,0.53,10.3,6
3045,5.7,0.12,0.26,0.034,21.0,3.09,0.57,9.9,6
3046,6.9,0.24,0.37,0.027000000000000003,38.0,3.19,0.34,12.4,6
3047,7.7,0.18,0.53,0.040999999999999995,42.0,3.11,0.44,11.9,5
3048,7.1,0.17,0.43,0.023,33.0,3.11,0.56,11.7,6
3049,7.5,0.33,0.38,0.126,49.0,2.98,0.57,9.4,5
3050,6.2,0.255,0.24,0.039,138.5,3.53,0.53,9.6,4
3051,7.5,0.33,0.38,0.126,49.0,2.98,0.57,9.4,5
3052,5.6,0.2,0.66,0.043,78.0,2.98,0.43,10.4,7
3053,7.6,0.17,0.36,0.042,26.0,3.09,0.47,9.5,5
3054,5.8,0.15,0.31,0.036000000000000004,7.0,3.2,0.43,11.9,6
3055,6.3,0.25,0.44,0.024,36.0,3.18,0.4,12.5,6
3056,6.9,0.28,0.41,0.016,6.0,3.16,0.4,13.4,5
3057,7.2,0.27,0.37,0.026000000000000002,27.0,3.13,0.84,12.7,5
3058,6.2,0.25,0.38,0.045,54.0,3.17,0.46,9.1,5
3059,8.5,0.19,0.48,0.026000000000000002,23.0,2.9,0.5,10.5,6
3060,6.2,0.25,0.54,0.046,58.0,3.19,0.7,10.4,5
3061,6.2,0.25,0.54,0.046,58.0,3.19,0.7,10.4,5
3062,6.8,0.28,0.43,0.03,30.0,3.08,0.59,12.5,8
3063,6.2,0.25,0.54,0.046,58.0,3.19,0.7,10.4,5
3064,7.4,0.21,0.8,0.038,77.0,2.95,0.48,9.0,5
3065,7.0,0.15,0.38,0.045,54.0,3.18,0.42,9.8,6
3066,7.4,0.21,0.8,0.038,77.0,2.95,0.48,9.0,5
3067,7.3,0.28,0.42,0.033,29.0,3.17,0.43,10.7,4
3068,6.1,0.18,0.38,0.033,28.0,3.16,0.49,12.4,6
3069,7.0,0.53,0.43,0.028999999999999998,6.0,3.08,0.5,12.5,8
3070,6.8,0.28,0.43,0.03,30.0,3.08,0.59,12.5,8
3071,6.5,0.36,0.38,0.027999999999999997,20.0,3.1,0.43,12.1,7
3072,7.5,0.25,0.47,0.040999999999999995,95.0,2.92,0.59,11.3,6
3073,6.7,0.24,0.41,0.039,48.0,3.25,0.43,12.0,5
3074,6.6,0.25,0.33,0.042,29.0,3.28,0.6,10.4,5
3075,6.4,0.15,0.4,0.042,23.0,3.11,0.46,12.2,7
3076,6.3,0.28,0.3,0.039,24.0,3.05,0.43,8.6,5
3077,6.2,0.25,0.38,0.045,54.0,3.17,0.46,9.1,5
3078,7.1,0.28,0.35,0.027999999999999997,35.0,2.96,0.33,12.1,5
3079,6.6,0.35,0.34,0.032,9.0,3.32,0.81,12.0,5
3080,8.5,0.19,0.48,0.026000000000000002,23.0,2.9,0.5,10.5,6
3081,6.2,0.25,0.54,0.046,58.0,3.19,0.7,10.4,5
3082,6.0,0.35,0.51,0.028999999999999998,10.0,3.46,0.42,11.9,6
3083,5.8,0.31,0.32,0.024,28.0,3.25,0.52,13.7,7
3084,6.6,0.17,0.35,0.03,33.0,3.22,0.72,11.3,6
3085,8.5,0.23,0.4,0.036000000000000004,24.0,3.02,0.42,10.5,6
3086,5.8,0.31,0.32,0.024,28.0,3.25,0.52,13.7,7
3087,6.1,0.2,0.34,0.040999999999999995,38.0,3.14,0.44,10.1,3
3088,6.3,0.37,0.37,0.024,12.0,2.94,0.39,12.3,6
3089,6.2,0.36,0.38,0.031,20.0,3.06,0.33,12.0,7
3090,6.6,0.17,0.35,0.03,33.0,3.22,0.72,11.3,6
3091,6.3,0.28,0.47,0.04,61.0,3.12,0.51,9.5,6
3092,7.6,0.27,0.52,0.043,28.0,3.02,0.53,11.4,6
3093,7.0,0.25,0.45,0.045,40.0,3.16,0.48,11.9,7
3094,9.7,0.24,0.49,0.032,3.0,2.85,0.54,10.0,6
3095,9.7,0.24,0.49,0.032,3.0,2.85,0.54,10.0,6
3096,6.8,0.13,0.39,0.034,19.0,3.23,0.6,11.3,7
3097,6.6,0.78,0.5,0.045,30.0,3.25,0.48,11.7,5
3098,5.1,0.33,0.27,0.022000000000000002,44.0,3.36,0.39,11.0,7
3099,6.7,0.34,0.4,0.033,34.0,2.97,0.48,12.2,7
3100,6.7,0.14,0.51,0.027999999999999997,57.0,2.91,0.54,10.7,7
3101,7.0,0.26,0.34,0.038,25.0,3.11,0.34,10.9,6
3102,6.5,0.29,0.26,0.04,18.0,3.17,0.38,10.2,6
3103,7.0,0.25,0.45,0.045,40.0,3.16,0.48,11.9,7
3104,7.6,0.21,0.49,0.047,20.0,3.15,0.48,11.1,5
3105,7.7,0.26,0.51,0.045,26.0,3.0,0.5,11.2,6
3106,7.6,0.27,0.52,0.043,28.0,3.02,0.53,11.4,6
3107,7.7,0.25,0.49,0.047,31.0,3.07,0.57,10.6,6
3108,7.6,0.35,0.46,0.047,33.0,3.03,0.53,10.3,5
3109,6.9,0.3,0.36,0.054000000000000006,31.0,3.4,0.57,10.4,4
3110,6.7,0.24,0.46,0.033,19.0,3.1,0.62,11.9,6
3111,6.5,0.23,0.39,0.036000000000000004,41.0,3.19,0.43,11.9,7
3112,7.6,0.23,0.34,0.043,24.0,3.12,0.7,10.4,5
3113,6.5,0.24,0.39,0.052000000000000005,22.0,3.11,0.47,9.2,6
3114,6.3,0.17,0.32,0.04,37.0,3.24,0.43,11.3,6
3115,6.3,0.17,0.32,0.04,37.0,3.24,0.43,11.3,6
3116,6.7,0.21,0.37,0.034,35.0,3.25,0.5,11.0,7
3117,6.5,0.23,0.39,0.036000000000000004,41.0,3.19,0.43,11.9,7
3118,5.9,0.28,0.39,0.031,47.0,3.08,0.64,12.9,7
3119,5.9,0.19,0.37,0.027000000000000003,3.0,3.09,0.31,10.8,5
3120,6.2,0.25,0.42,0.049,53.0,3.16,0.47,9.1,6
3121,7.6,0.23,0.34,0.043,24.0,3.12,0.7,10.4,5
3122,5.6,0.18,0.27,0.03,31.0,3.35,0.37,12.9,6
3123,5.5,0.18,0.22,0.037000000000000005,10.0,3.46,0.44,12.2,5
3124,6.5,0.24,0.39,0.052000000000000005,22.0,3.11,0.47,9.2,6
3125,7.4,0.23,0.38,0.052000000000000005,41.0,3.06,0.46,10.3,5
3126,7.2,0.17,0.37,0.059000000000000004,47.0,3.08,0.46,11.0,7
3127,7.6,0.3,0.38,0.043,10.0,3.17,0.65,11.0,5
3128,5.0,0.24,0.21,0.039,31.0,3.69,0.62,11.7,6
3129,6.1,0.21,0.38,0.039,37.0,3.2,0.43,12.0,6
3130,6.5,0.33,0.38,0.047,30.0,3.17,0.43,12.7,6
3131,6.3,0.35,0.26,0.061,59.0,3.11,0.49,8.8,5
3132,6.3,0.17,0.32,0.04,37.0,3.24,0.43,11.3,6
3133,6.6,0.25,0.35,0.034,38.0,3.19,0.4,12.8,6
3134,6.5,0.16,0.33,0.043,45.0,3.18,0.44,11.2,6
3135,6.6,0.39,0.39,0.057,51.0,3.26,0.51,8.9,6
3136,5.6,0.19,0.27,0.04,52.0,3.5,0.39,11.2,5
3137,6.2,0.25,0.39,0.051,42.0,3.23,0.4,11.1,6
3138,6.9,0.22,0.43,0.042,34.0,3.05,0.51,10.8,6
3139,6.2,0.19,0.29,0.045,33.0,3.18,0.42,9.3,6
3140,6.6,0.39,0.39,0.057,51.0,3.26,0.51,8.9,6
3141,5.9,0.33,0.32,0.038,9.0,3.22,0.36,12.7,7
3142,7.8,0.17,0.5,0.045,35.0,3.16,0.4,12.0,6
3143,5.5,0.19,0.27,0.04,52.0,3.5,0.39,11.2,5
3144,6.2,0.23,0.36,0.039,37.0,3.23,0.43,8.8,6
3145,6.2,0.23,0.36,0.039,37.0,3.23,0.43,8.8,6
3146,6.2,0.23,0.36,0.039,37.0,3.23,0.43,8.8,6
3147,7.2,0.32,0.4,0.038,45.0,3.2,0.47,10.4,6
3148,6.2,0.23,0.36,0.039,37.0,3.23,0.43,8.8,6
3149,7.2,0.32,0.4,0.038,45.0,3.2,0.47,10.4,6
3150,5.8,0.39,0.47,0.027000000000000003,12.0,3.38,0.45,14.0,6
3151,6.2,0.23,0.36,0.039,37.0,3.23,0.43,8.8,6
3152,7.6,0.25,1.23,0.035,51.0,3.03,0.43,13.1,6
3153,5.8,0.29,0.33,0.028999999999999998,30.0,3.25,0.42,12.3,6
3154,7.2,0.4,0.38,0.03,40.0,3.27,0.46,12.6,6
3155,6.8,0.39,0.34,0.02,38.0,3.18,0.44,12.0,7
3156,6.1,0.17,0.42,0.033,28.0,2.87,0.47,9.5,5
3157,6.8,0.39,0.34,0.02,38.0,3.18,0.44,12.0,7
3158,7.1,0.36,0.37,0.019,39.0,3.08,0.49,12.7,7
3159,6.9,0.19,0.32,0.042,30.0,3.4,0.39,10.5,6
3160,6.5,0.34,0.46,0.023,6.0,3.15,0.54,12.9,6
3161,6.1,0.17,0.42,0.033,28.0,2.87,0.47,9.5,5
3162,6.8,0.39,0.34,0.02,38.0,3.18,0.44,12.0,7
3163,7.1,0.36,0.37,0.019,39.0,3.08,0.49,12.7,7
3164,7.8,0.3,0.36,0.024,20.0,3.06,0.66,11.9,6
3165,6.1,0.68,0.52,0.037000000000000005,32.0,3.24,0.45,12.0,6
3166,5.2,0.34,0.37,0.031,42.0,3.25,0.41,12.5,6
3167,5.6,0.28,0.4,0.034,36.0,3.21,0.43,12.1,7
3168,6.2,0.19,0.38,0.019,22.0,3.05,0.36,12.5,6
3169,5.7,0.16,0.26,0.043,28.0,3.06,0.58,9.9,6
3170,7.6,0.17,0.46,0.036000000000000004,63.0,3.02,0.41,10.7,6
3171,7.3,0.2,0.39,0.048,24.0,2.94,0.35,12.0,6
3172,6.7,0.33,0.36,0.042,34.0,2.97,0.31,12.2,8
3173,6.7,0.33,0.34,0.036000000000000004,39.0,2.99,0.32,12.4,8
3174,6.9,0.36,0.35,0.038,37.0,3.0,0.32,12.4,8
3175,7.8,0.21,0.34,0.039,55.0,3.02,0.31,10.3,6
3176,7.3,0.2,0.39,0.048,24.0,2.94,0.35,12.0,6
3177,5.6,0.41,0.22,0.05,44.0,3.3,0.4,10.5,5
3178,7.6,0.15,0.35,0.051,23.0,3.1,0.44,9.5,6
3179,8.5,0.2,0.4,0.046,31.0,3.0,0.35,10.5,4
3180,6.5,0.24,0.38,0.027000000000000003,31.0,3.24,0.36,12.3,6
3181,8.3,0.16,0.37,0.025,38.0,2.93,0.37,11.9,6
3182,5.5,0.12,0.33,0.038,23.0,3.25,0.45,9.8,5
3183,6.5,0.24,0.38,0.027000000000000003,31.0,3.24,0.36,12.3,6
3184,6.2,0.1,0.41,0.04,17.0,3.14,0.56,11.4,7
3185,6.5,0.21,0.4,0.040999999999999995,49.0,3.21,0.43,11.0,6
3186,8.7,0.3,0.59,0.046,10.0,3.06,0.56,10.8,4
3187,6.7,0.18,0.37,0.027000000000000003,42.0,3.24,0.37,12.8,7
3188,7.0,0.17,0.36,0.055,42.0,3.11,0.5,11.0,8
3189,6.6,0.19,0.33,0.035,42.0,3.15,0.36,10.2,5
3190,5.8,0.28,0.3,0.026000000000000002,31.0,3.32,0.6,12.5,7
3191,7.6,0.24,0.44,0.037000000000000005,49.0,3.06,0.37,11.6,6
3192,8.3,0.16,0.37,0.025,38.0,2.93,0.37,11.9,6
3193,5.5,0.12,0.33,0.038,23.0,3.25,0.45,9.8,5
3194,5.7,0.16,0.32,0.036000000000000004,7.0,3.26,0.48,11.0,5
3195,7.0,0.21,0.42,0.037000000000000005,36.0,3.14,0.52,10.9,6
3196,6.4,0.22,0.38,0.044000000000000004,35.0,2.97,0.3,11.0,7
3197,7.9,0.34,0.44,0.027000000000000003,47.0,2.96,0.37,12.5,6
3198,6.4,0.22,0.38,0.044000000000000004,35.0,2.97,0.3,11.0,7
3199,6.8,0.21,0.4,0.032,40.0,3.18,0.53,12.0,7
3200,5.2,0.31,0.36,0.031,46.0,3.14,0.31,12.4,7
3201,7.9,0.34,0.44,0.027000000000000003,47.0,2.96,0.37,12.5,6
3202,5.6,0.42,0.34,0.022000000000000002,34.0,3.22,0.38,12.8,7
3203,6.4,0.22,0.38,0.044000000000000004,35.0,2.97,0.3,11.0,7
3204,6.8,0.28,0.34,0.035,34.0,3.33,0.43,9.1,5
3205,6.8,0.45,0.36,0.033,28.0,3.11,0.4,12.4,7
3206,6.6,0.29,0.39,0.031,22.0,3.15,0.8,12.9,7
3207,6.8,0.21,0.42,0.045,24.0,3.09,0.87,10.9,6
3208,6.8,0.25,0.24,0.045,39.0,3.53,0.58,10.8,5
3209,6.4,0.21,0.34,0.04,56.0,3.11,0.38,10.6,5
3210,5.8,0.33,0.23,0.053,29.0,3.13,0.52,9.0,5
3211,8.2,0.3,0.44,0.043,52.0,3.04,0.33,12.0,6
3212,6.4,0.24,0.32,0.040999999999999995,23.0,3.25,0.35,11.8,5
3213,7.5,0.18,0.45,0.040999999999999995,67.0,3.01,0.38,10.6,6
3214,5.2,0.335,0.2,0.033,17.0,3.34,0.48,12.3,6
3215,7.1,0.14,0.33,0.10400000000000001,20.0,3.19,0.64,11.5,6
3216,7.2,0.13,0.46,0.044000000000000004,48.0,2.97,0.45,11.1,5
3217,5.8,0.33,0.23,0.053,29.0,3.13,0.52,9.0,5
3218,6.5,0.29,0.25,0.142,8.0,3.0,0.44,9.9,4
3219,6.2,0.35,0.31,0.036000000000000004,37.0,3.27,0.53,12.8,7
3220,9.0,0.38,0.53,0.102,19.0,2.93,0.57,12.9,5
3221,6.6,0.24,0.38,0.034,8.0,3.1,0.57,12.9,6
3222,6.6,0.16,0.34,0.037000000000000005,41.0,3.01,0.68,12.0,6
3223,8.2,0.3,0.44,0.043,52.0,3.04,0.33,12.0,6
3224,5.7,0.15,0.28,0.045,57.0,3.22,0.27,11.2,6
3225,6.6,0.33,0.4,0.040999999999999995,35.0,3.11,0.39,13.3,7
3226,5.7,0.2,0.3,0.046,38.0,3.34,0.5,9.9,6
3227,6.8,0.27,0.37,0.055,52.0,3.11,0.52,9.5,6
3228,6.8,0.27,0.42,0.054000000000000006,58.0,3.12,0.49,9.4,6
3229,6.2,0.2,0.26,0.047,42.0,3.48,0.6,11.0,7
3230,6.7,0.13,0.57,0.055999999999999994,60.0,2.96,0.43,9.4,6
3231,6.8,0.21,0.37,0.038,27.0,2.98,0.82,11.5,6
3232,6.7,0.31,0.32,0.038,6.0,3.14,0.34,12.5,5
3233,6.2,0.2,0.29,0.035,21.0,3.18,0.34,11.9,6
3234,6.6,0.25,0.34,0.054000000000000006,22.0,3.26,0.47,10.4,6
3235,5.7,0.15,0.28,0.045,57.0,3.22,0.27,11.2,6
3236,6.9,0.22,0.39,0.035,44.0,3.11,0.33,12.5,6
3237,6.4,0.23,0.35,0.039,43.0,3.18,0.4,11.0,7
3238,7.6,0.27,0.29,0.059000000000000004,37.0,3.09,0.37,9.8,5
3239,6.6,0.34,0.24,0.034,29.0,3.1,0.4,12.3,7
3240,6.4,0.16,0.42,0.036000000000000004,29.0,3.18,0.52,11.0,6
3241,5.8,0.3,0.42,0.036000000000000004,19.0,3.1,0.46,12.6,7
3242,7.0,0.29,0.35,0.036000000000000004,42.0,3.31,0.62,11.6,6
3243,6.6,0.34,0.24,0.034,29.0,3.1,0.4,12.3,7
3244,6.7,0.21,0.36,0.02,20.0,3.19,0.22,13.4,7
3245,7.6,0.27,0.29,0.059000000000000004,37.0,3.09,0.37,9.8,5
3246,6.8,0.22,0.41,0.034,39.0,3.18,0.46,11.5,6
3247,7.7,0.27,0.49,0.037000000000000005,46.0,3.04,0.38,11.6,6
3248,6.4,0.25,0.37,0.039,41.0,3.18,0.4,11.1,7
3249,6.4,0.23,0.35,0.039,43.0,3.18,0.4,11.0,7
3250,6.7,0.13,0.45,0.043,52.0,3.06,0.54,11.3,6
3251,6.7,0.24,0.37,0.043,64.0,3.08,0.53,9.9,6
3252,7.1,0.26,0.37,0.025,31.0,3.06,0.33,12.6,8
3253,5.3,0.3,0.16,0.028999999999999998,37.0,3.3,0.36,11.8,8
3254,7.1,0.38,0.4,0.042,54.0,3.03,0.5,11.4,5
3255,7.4,0.19,0.31,0.045,39.0,3.1,0.5,9.2,6
3256,7.4,0.19,0.31,0.045,39.0,3.1,0.5,9.2,6
3257,7.4,0.19,0.31,0.045,39.0,3.1,0.5,9.2,6
3258,7.4,0.19,0.31,0.045,39.0,3.1,0.5,9.2,6
3259,7.4,0.19,0.31,0.045,39.0,3.1,0.5,9.2,6
3260,7.4,0.19,0.31,0.045,39.0,3.1,0.5,9.2,6
3261,6.3,0.32,0.32,0.03,24.0,3.21,0.42,13.0,5
3262,7.6,0.19,0.32,0.047,32.0,3.1,0.5,9.3,7
3263,6.5,0.26,0.31,0.03,36.0,3.22,0.62,12.6,8
3264,5.9,0.24,0.12,0.035,60.0,3.34,0.44,9.6,6
3265,4.2,0.215,0.23,0.040999999999999995,64.0,3.42,0.44,8.0,3
3266,8.1,0.24,0.32,0.03,34.0,3.11,0.42,11.8,6
3267,5.8,0.23,0.2,0.043,39.0,3.21,0.39,10.2,6
3268,7.5,0.33,0.36,0.051,26.0,3.32,0.53,12.7,6
3269,6.6,0.38,0.36,0.061,42.0,3.31,0.56,9.4,5
3270,6.4,0.15,0.29,0.044000000000000004,21.0,3.1,0.38,10.2,5
3271,6.5,0.32,0.34,0.044000000000000004,27.0,3.28,0.6,12.0,7
3272,7.5,0.22,0.32,0.045,29.0,3.08,0.6,11.3,7
3273,6.4,0.23,0.32,0.038,40.0,3.32,0.53,11.8,7
3274,6.1,0.22,0.31,0.039,40.0,3.45,0.59,10.9,5
3275,6.5,0.48,0.02,0.043,32.0,3.14,0.47,9.8,4
3276,6.6,0.23,0.3,0.06,29.0,3.23,0.49,12.2,8
3277,6.4,0.16,0.25,0.057,21.0,3.23,0.44,11.1,7
3278,6.6,0.38,0.36,0.061,42.0,3.31,0.56,9.4,5
3279,7.4,0.16,0.32,0.065,23.0,3.06,0.47,11.4,6
3280,6.4,0.15,0.29,0.044000000000000004,21.0,3.1,0.38,10.2,5
3281,6.5,0.32,0.3,0.051,20.0,3.13,0.52,12.8,6
3282,6.7,0.12,0.36,0.039,43.0,3.07,0.67,10.1,7
3283,6.6,0.2,0.14,0.184,35.0,2.93,0.45,9.4,6
3284,8.0,0.34,0.25,0.035,38.0,2.91,0.23,12.2,6
3285,6.8,0.21,0.31,0.046,40.0,3.07,0.65,10.9,7
3286,6.8,0.23,0.31,0.047,40.0,3.06,0.64,10.9,7
3287,6.8,0.21,0.31,0.046,40.0,3.07,0.65,10.9,7
3288,6.6,0.2,0.14,0.184,35.0,2.93,0.45,9.4,6
3289,6.6,0.28,0.42,0.044000000000000004,60.0,3.14,0.48,9.4,5
3290,7.8,0.25,0.37,0.043,10.0,3.08,0.38,11.4,5
3291,5.6,0.12,0.33,0.044000000000000004,21.0,3.17,0.32,12.9,8
3292,6.6,0.28,0.41,0.046,59.0,3.14,0.48,9.4,5
3293,6.8,0.17,0.35,0.04,29.0,2.91,0.57,12.0,7
3294,7.3,0.25,0.28,0.043,19.0,3.38,0.56,10.1,6
3295,6.6,0.28,0.41,0.046,59.0,3.14,0.48,9.4,5
3296,6.6,0.28,0.42,0.044000000000000004,60.0,3.14,0.48,9.4,5
3297,6.5,0.25,0.5,0.047,54.0,3.17,0.45,9.2,5
3298,6.3,0.24,0.35,0.039,43.0,3.34,0.44,11.8,6
3299,6.8,0.32,0.32,0.028999999999999998,31.0,3.0,0.34,12.3,7
3300,7.8,0.25,0.37,0.043,10.0,3.08,0.38,11.4,5
3301,5.6,0.12,0.33,0.044000000000000004,21.0,3.17,0.32,12.9,8
3302,6.6,0.24,0.28,0.032,26.0,3.13,0.32,12.3,6
3303,6.3,0.22,0.34,0.032,36.0,3.27,0.36,13.5,7
3304,6.0,0.32,0.3,0.033,41.0,3.29,0.42,12.8,7
3305,6.3,0.19,0.29,0.022000000000000002,33.0,3.04,0.54,12.8,7
3306,6.0,0.32,0.3,0.033,41.0,3.29,0.42,12.8,7
3307,9.4,0.24,0.29,0.037000000000000005,124.0,2.9,0.38,11.0,3
3308,6.4,0.35,0.28,0.039,19.0,3.2,0.43,10.6,6
3309,6.7,0.46,0.27,0.039,35.0,3.16,0.44,12.4,7
3310,6.3,0.3,0.29,0.048,33.0,3.22,0.46,12.9,7
3311,6.0,0.19,0.29,0.047,67.0,3.54,0.59,11.1,7
3312,5.9,0.24,0.28,0.032,36.0,3.08,0.64,12.9,7
3313,7.3,0.145,0.33,0.042,14.0,3.1,0.37,11.8,7
3314,6.6,0.435,0.38,0.057999999999999996,66.0,3.23,0.54,9.1,6
3315,5.8,0.18,0.37,0.036000000000000004,19.0,3.09,0.49,12.7,7
3316,5.8,0.18,0.37,0.036000000000000004,31.0,3.16,0.48,12.0,6
